Tweet,Polarity
opening partially frozen beer beer toaster oven counter kitchen smell like run speakeasy,0
dont even know ride,0
sadly yes think need counciling,0
making ready schooldon feel like going two test,0
smugness gone train also failed turn heading victoria followed unpleasant tube ride city,0
anybody know ipod went,0
aww earthquake italy made sad saw pic news terrible,0
never able afford get much rather go extraction continue deal,0
pet care people try run others business send suspicious email fishing info,0
lt codezthey mia tho,0
doesnt work cell go sleep,0
going nice tomorrow rain come back nice weather birthday,0
rock band expert,0
roomie home day scratch door comforter goto large laundromat machine,0
one hardest thing schedule one chat end day usually,0
killed character one favorite show upset,0
jealous friend got see new star trek film austin tonight,0
listening got really bad headache drivin lesson ten min lucky wana sleep,0
shut youi hungry britain home boring suckassy breakfast world miss dennys,0
good morning everybody pkoi fais pa beau bon coffee time,0
work,0
essay time,0
hey talk mom home yet hope ok wish coming home easter,0
sure wish could go guy tmrw per usual school interferes,0
say kal penn leaving house noo aww totally missed tonight,0
lost loyal,0
played another hand bad lost half stack,0
pm early day loong night work,0
sad last season wan na see spencer call lauren,0
im done editing quotthe phipstapequot back crack brew see got tree though,0
know half mean,0
homework homework homework,0
worked heart today doubling weight station result stiff pulled muscle ouch,0
feel bad unfollowing,0
tired hate new job two day,0
sad kutner killed fav show house,0
happy coach stringer hof co finish term paper,0
feel like way want spend birthday eve,0
far site put together checking update made,0
lot mind need make money idea nowhere hiring,0
miss,0
sorry hear dog,0
much internet plague,0
miss ex soo much,0
sodding,0
oh thought pirate bay trial verdict today apparently day,0
call back,0
study hall log immediately,0
tired im cry reason im try get hour half tonight half got last night,0
totally like four girl option none seem viable,0
far veiws site put together checking update made,0
listening bjork full love cry,0
hill love money aww think becky buckwild go,0
craving tantan nabe,0
mon sean man,0
watching quota league ownquotmakes miss mint chocolate ice cream cone grand,0
lost phone wheremaybe grass long hope rain,0
hope referring say hello new stalker lol,0
sleeping ur gon na night ur bike ride,0
wan na listen master,0
looking good stuff write also load uni work,0
feel unloved dropped tweeter,0
london day thursday gon na raining oh fab see much london eye still robbie care bless,0
completely wiped reloaded lost bbm contact going bed sad,0
sayy whaa invited,0
sleep bad considering workshop starting today beginning sore throat though,0
oh gosh made emotional haha idk dont want get old,0
going post story manually due twitterfeed problem quiet lately,0
like lukewarm shower,0
contact need freelance work linuxcom throughout never got one,0
connor febi really really mad,0
need help want buy macbook pro still inlove old powerbook,0
man america borez anyway lol realized sent msg idea flash,0
knight lovely lady sleepy,0
anybody know get electrolyte back order vitamin work feel sick,0
yes someone reading post properly,0
almost italian homework wee understood,0
turned light time get ip,0
twitter hate u,0
hate fact genuinely excited last tweet,0
sleep either,0
italy earthquake sad news day,0
rain today garden really need quite bad,0
yawn yawn yawn minute bed,0
ouch sound sucky,0
great idea itunes promo code work uk itunes store though,0
cry,0
empty barrel sad barrel shake head horror horror,0
sleepless night,0
admitted fake,0
love chutney,0
got highly bored today scanning page daddy,0
cooked risotto without,0
keerrii really nothing better post thing amwonderfull say alot,0
yay baseball season boo yankee losing first game,0
lost suck work today,0
exam killed could know difference haif circle hemisphere lt gt,0
bed suddenly feel wish wme goodnight twitterfam,0
like goodnights,0
greaat lappy turn wtff,0
stuck traffic journey traffic free morning help,0
lookin like allnighter hate,0
stranger,0
debbugging old vb code day could started better,0
quarter percent babe darn,0
coming cold bad allergy either way miserable,0
believe cutner dead house sad day santa rosa ca,0
damnit really digging season reaper,0
gah comcast doubled cableinternet bill wout telling u quitting anyone suggest affordable company bay area,0
another early morn duchess although managed cross leg time,0
left without saying hi,0
want sleep,0
xbox show three red light mean dead need fixed month microsoft hq,0
king sized bed nice sad lonely hubby puppy kitty whole conferenceing thing,0
im boredd gah wish could sleep get ive muchh cooffee bahaha,0
may butt done nosey sorry conversation interesting,0
fell listdid offend,0
week till sister home missed call worst feeling world,0
gon na try get sleep hotel room,0
brilliant idea bring much think spend amp swap bring brolly,0
get autograph shout record though computer dead listen,0
rt khloe got fired apprentice,0
biology class lip hurt,0
sorry next tweet,0
grr go school today,0
get hd tivo got set tonight order get channel,0
asked everyone yesterday single tweet back,0
ruddy money like still waiting oh surprise state hmm seriously,0
sad kutner favorite new team,0
wow get quothelloquot,0
bedtime school tomorrow still book broke suck,0
seating helping baby paperswell forcing seat im sleepy,0
synching contact old mobile iphone import work well,0
concentrate,0
spent hour enter bureaucratic nonsense march waste time,0
nw confused ever,0
feeling well migraine making tummy upset whole body ache shoot,0
reading buyology bedtime great premise turning quotokquot book lot info already knew,0
home really wana sleep due wasting free line town assignment finish,0
also send update plurk upload photo twitter didnt see update plurk zero,0
quotthe readerquot making,0
oh least getting decent exchange rate moment sterling still getting flogged,0
tried download tweetdeck wont download,0
inch snow ground counting worried poor flower,0
happy camper,0
thanks man grateful feel unworthy attention though,0
miss totally comin back tho lastnight soo much fun,0
ohh love p sad get hang,0
somehow still end place,0
oh sad poor boy,0
um would fugly poker dog pant cruise hi jonathan sorry missed,0
homework gosh darn hard,0
definitely vacation,0
study group extraordinare leave campussome tort outline finishedgood thingbut sleepy hwill back,0
airfare go live texas know able make iowa,0
found pretty frustrating monkey,0
im feeling well mommy,0
nope right along wit,0
gotcha cant believe,0
sitting house soo looking forward one class tomorrow,0
ordered maternity clothes online came today got something strange order size stuff missing,0
wish could got ta work though,0
happened saturday didnt show,0
fall asleep,0
mouth ulcer painful talk eat,0
urgh video cut robot part,0
dog move anymore praying okay,0
pretty much favenot much reason watch,0
tht annoying ampdefinitely bitchy enough def broke like everything prolly even kno oct,0
hahaha dont like one time ny got min sleep got sick love,0
much learn wwi tomorrow noon,0
new post,0
sad innocent selling,0
dang able get workshop run web direction,0
goodness find good hear ben still video game booki apologize,0
girl leaving,0
poor little girl baad rash bum isnt feeling good,0
yes vhs cried old man died,0
argh got early girl aloud freshly squeezed video,0
total cost atk aggressor resource said done guessing going let slide,0
waiting kelly call,0
mhm good day blah blah blah,0
got chezburger book lobo look wif,0
trying work last assignment year get spark want lay grass read,0
ugh course thursday fridaysat kid,0
oh gosh still emotionally dying fact kutner gone argg kal ily,0
think found faceunfortunately find yet,0
seeing shouldnt made stomach flip like,0
headache pleease go away,0
yeah application run every minute addons conflict time,0
pretty good coaching exceptional talent trounces exceptional coaching pretty good talent msu,0
hate tuesday,0
quothairquot deal,0
feel like stuck rut waiting hear back school killing also decided take break awhile,0
need new glassesmines hangnon arm,0
